Test name,Test ID,Result,Comments
"USB Type-C Display output (Ubuntu)",UTC004.001,PASS,
"USB Type-C Display output (Windows)",UTC004.002,PASS,
"Verified boot support (Ubuntu)",VBO006.002,PASS,
"Booting from Slot A (Ubuntu)",VBO007.002,PASS,
"Booting from Recovery (Ubuntu)",VBO008.001,PASS,
"Recovery boot popup (firmware)",VBO009.001,PASS,
"Recovery boot popup confirmation (firmware)",VBO010.001,PASS,
"Recovery popup is not displayed when correctly signed firmware is flashed in RW_A",VBO011.001,PASS,
"Self-signed binary is bootable without errors",VBO012.001,PASS,
"Windows 11 installation and boot",WBT001.001,PASS,
"Wireless card detection (Ubuntu)",WLE001.001,PASS,
"Wireless card detection (Windows)",WLE001.002,PASS,
"Wi-Fi scanning (Ubuntu)",WLE002.001,PASS,
"Wi-Fi scanning (Windows)",WLE002.002,PASS,
"Bluetooth scanning (Ubuntu)",WLE003.001,PASS,
"Bluetooth scanning (Windows)",WLE003.002,PASS,
