Test name,Test ID,Result,Comments
"SATA support in OS (Ubuntu}",SAT001.002,PASS,
"SATA support in OS (Windows}",SAT001.003,PASS,
"Check Secure Boot default state (firmware)",SBO001.001,PASS,
"UEFI Secure Boot (Ubuntu)",SBO002.001,PASS,
"UEFI Secure Boot (Windows)",SBO002.002,PASS,
"Attempt to boot file with the correct key from Shell (firmware)",SBO003.001,PASS,
"Attempt to boot file without the key from Shell (firmware)",SBO004.001,PASS,
"Attempt to boot file with the wrong-signed key from Shell (firmware)",SBO005.001,PASS,
"Reset Secure Boot Keys option availability (firmware)",SBO006.001,PASS,
"Attempt to boot the file after restoring keys to default (firmware)",SBO007.001,PASS,
"Attempt to enroll the key in the incorrect format (firmware)",SBO008.001,PASS,
"CPU clock speed displayed in setup menu",SET001.001,PASS,
"RAM speed displayed in setup menu",SET002.001,PASS,
"RAM size displayed in setup menu",SET003.001,PASS,
"Expected CPU clock speed displayed in setup menu",SET004.001,PASS,"Manual correction"
"Expected RAM speed displayed in setup menu",SET005.001,PASS,
"Expected RAM size displayed in setup menu",SET006.001,PASS,
"SMM BIOS write protection enabling (Ubuntu)",SMM001.001,PASS,"Manual"
"SMM BIOS write protection disabling (Ubuntu)",SMM002.001,PASS,"Manual"
"Verify if no reboot occurs in the firmware",STB001.001,FAIL,"https://github.com/Dasharo/open-source-firmware-validation/issues/696"
"Verify if no reboot occurs in the OS (Ubuntu)",STB001.002,PASS,
"Verify if no reboot occurs in the OS (Windows)",STB001.003,PASS,
"Verify if no unexpected boot errors appear in Linux logs",STB002.001,FAIL,"https://github.com/Dasharo/dasharo-issues/issues/1187"
"TPM Support (Ubuntu)",TPM001.002,PASS,
"TPM Support (WIndows)",TPM001.003,PASS,
"Verify TPM version (firmware)",TPM002.001,PASS,
"Verify TPM version (Ubuntu)",TPM002.002,PASS,
"Verify TPM version (Windows)",TPM002.003,PASS,
"Check TPM Physical Presence Interface (firmware)",TPM003.001,PASS,
"Check TPM Physical Presence Interface (Ubuntu)",TPM003.002,PASS,
"Check TPM Physical Presence Interface (Windows)",TPM003.003,PASS,
"Change active PCR banks with TPM PPI (firmware)",TPM003.004,PASS,
"Check if both SHA1 and SHA256 PCRs are enabled (Ubuntu)",TPMCMD001.001,PASS,
"PCRREAD Function Verification (Ubuntu)",TPMCMD002.001,PASS,
"PCREXTEND And PCRRESET Functions (Ubuntu)",TPMCMD003.001,PASS,
"PCREXTEND And PCRRESET Functions - locality protections (Ubuntu)",TPMCMD003.002,PASS,
"PCREVENT Function (Ubuntu)",TPMCMD004.001,PASS,
"CREATEPRIMARY Function Verification (Ubuntu)",TPMCMD005.001,PASS,
"NVDEFINE and NVUNDEFINE Functions Verification (Ubuntu)",TPMCMD006.001,PASS,
"CREATE Function (Ubuntu)",TPMCMD007.001,PASS,
"CREATELOADED Function (Ubuntu)",TPMCMD007.002,PASS,
"Signing the file (Ubuntu)",TPMCMD008.001,PASS,
"Hashing the file (Ubuntu)",TPMCMD010.001,PASS,
"Performing HMAC operation on the file (Ubuntu)",TPMCMD011.001,PASS,
"USB detect and boot after coldboot",UBT001.001,PASS,
"USB detect and boot after warmboot",UBT002.001,PASS,
"USB detect and boot after system reboot",UBT003.001,PASS,
"USB detection after coldboot",UDT001.001,PASS,
"USB detection after warmboot",UDT001.002,PASS,
"USB detection after system reboot",UDT001.003,PASS,
"USB devices detected in FW",USB001.001,PASS,
"USB devices detected by OS (Ubuntu)",USB001.002,PASS,"Manual"
"USB devices detected by OS (Windows)",USB001.003,PASS,"Manual"
"USB keyboard detected in FW",USB002.001,PASS,
"USB keyboard in OS (Ubuntu)",USB002.002,PASS,"Manual"
"USB keyboard in OS (Windows)",USB002.003,PASS,"Manual"
"Enable USB stack (firmware)",USS001.001,PASS,"Manual"
"Disable USB stack (firmware)",USS002.001,PASS,"Manual"
"Enable USB Mass Storage (firmware)",USS003.001,PASS,"Manual"
"Disable USB Mass Storage (firmware)",USS004.001,PASS,"Manual"
"USB Type-C Display output (Ubuntu)",UTC004.001,PASS,
"USB Type-C Display output (Windows)",UTC004.002,PASS,
"Verified boot support (Ubuntu)",VBO006.002,PASS,
"Booting from Slot A (Ubuntu)",VBO007.002,PASS,
"Booting from Recovery (Ubuntu)",VBO008.001,PASS,
"Recovery boot popup (firmware)",VBO009.001,PASS,"Manual"
"Recovery boot popup confirmation (firmware)",VBO010.001,PASS,
"Recovery popup is not displayed when correctly signed firmware is flashed in RW_A",VBO011.001,PASS,
"Self-signed binary is bootable without errors",VBO012.001,PASS,
"Windows 11 installation and boot",WBT001.001,PASS,
"Wireless card detection (Ubuntu)",WLE001.001,PASS,
"Wireless card detection (Windows)",WLE001.002,PASS,"Manual"
"Wi-Fi scanning (Ubuntu)",WLE002.001,PASS,
"Wi-Fi scanning (Windows)",WLE002.002,PASS,"Manual
"
"Bluetooth scanning (Ubuntu)",WLE003.001,PASS,
"Bluetooth scanning (Windows)",WLE003.002,PASS,
