Test name,Test ID,Result,Comments
"Expected RAM size displayed in setup menu",SET006.001,PASS,
"Verify if no reboot occurs in the OS (Ubuntu)",STB001.201,PASS,
"Verify if no reboot occurs in the OS (Windows)",STB001.301,PASS,
"Verify if no unexpected boot errors appear in Linux logs (Ubuntu)",STB002.201,PASS,
"Platform suspend and resume (Ubuntu, wakeup flag)",SUSP001.201,PASS,"man.
"
"Platform suspend and resume (Ubuntu, press key)",SUSP002.201,PASS,"man.
"
"Platform suspend and resume (Ubuntu, power button)",SUSP003.201,PASS,"man."
"Cyclic platform suspend and resume (Ubuntu)",SUSP005.201,PASS,"man."
"Cyclic platform suspend and resume (Ubuntu) (S0ix)",SUSP006.201,PASS,
"Cyclic platform suspend and resume (Ubuntu) (S3)",SUSP007.201,PASS,
"Try to enter a threshold value that's above the limit (firmware)",THR001.101,PASS,
"Try to enter a threshold value that's below the limit (firmware)",THR002.101,PASS,
"Try to enter a threshold value within the limits and verify in Ubuntu (Ubuntu)",THR003.201,PASS,
"TPM Support (Ubuntu)",TPM001.201,PASS,
"TPM Support (Windows)",TPM001.301,PASS,
"Verify TPM version (firmware)",TPM002.001,PASS,
"Verify TPM Version (Ubuntu)",TPM002.201,PASS,
"Verify TPM Version (Windows)",TPM002.301,PASS,
"Check TPM Physical Presence Interface (firmware)",TPM003.001,PASS,
"Check TPM Physical Presence Interface (Ubuntu)",TPM003.201,PASS,
"Check TPM Physical Presence Interface (Windows)",TPM003.301,PASS,
"PCRREAD Function Verification (Ubuntu)",TPMCMD002.001,PASS,
"PCREXTEND And PCRRESET Functions (Ubuntu)",TPMCMD003.001,PASS,
"PCREXTEND And PCRRESET Functions - locality protections (Ubuntu)",TPMCMD003.002,PASS,
"PCREVENT Function (Ubuntu)",TPMCMD004.001,PASS,
"CREATEPRIMARY Function Verification (Ubuntu)",TPMCMD005.001,PASS,
"NVDEFINE and NVUNDEFINE Functions Verification (Ubuntu)",TPMCMD006.001,PASS,
"CREATE Function (Ubuntu)",TPMCMD007.001,PASS,
"CREATELOADED Function (Ubuntu)",TPMCMD007.002,PASS,
"Signing the file (Ubuntu)",TPMCMD008.001,PASS,
"Hashing the file (Ubuntu)",TPMCMD010.001,PASS,
"Performing HMAC operation on the file (Ubuntu)",TPMCMD011.001,PASS,
"USB devices detected in FW",USB001.001,PASS,
"USB devices detected by OS (Ubuntu)",USB001.201,PASS,
"USB devices detected by OS (Windows)",USB001.301,PASS,
"USB keyboard detected in FW",USB002.001,PASS,
"USB keyboard in OS (Ubuntu)",USB002.201,PASS,
"USB keyboard in OS (Windows)",USB002.301,PASS,
"UEFI Shell",USH001.001,PASS,"No shell = success
"
"Wireless card detection (Ubuntu)",WLE001.201,PASS,
"Wireless card detection (Windows)",WLE001.301,PASS,
"Wi-Fi scanning (Ubuntu)",WLE002.201,PASS,
"Wi-Fi scanning (Windows)",WLE002.301,PASS,
"Bluetooth scanning (Windows)",WLE003.002,PASS,"man.
"
"Bluetooth scanning (Ubuntu)",WLE003.201,PASS,
